PublishTime,ArticleTitle,ArticleAuthor,ArticleSubtitle,ArticleURL,ArticleKeywords,ArticleCategory
"February 5, 2019 at 07:00PM",It's Official: 2018 Was the Fourth-Warmest Year on Record,John Schwartz And Nadja Popovich,"The only warmer years were 2015, 2016 and 2017, according to NASA records that go back more than a century. |",https://www.nytimes.com/interactive/2019/02/06/climate/fourth-hottest-year.html?partner=IFTTT,"Global Warming, Greenhouse Gas Emissions",Climate
"February 5, 2019 at 07:00PM",When Weddings Ruin Friendships,Maggie Parker,I do... not want to be friends anymore. |,https://www.nytimes.com/2019/02/06/fashion/weddings/when-weddings-ruin-friendships.html?partner=IFTTT,"Friendship, Marriages, Dating and Relationships",Fashion
"February 5, 2019 at 07:00PM",How I Would Spend Trump's Wall Money,Nicholas Kristof,Try it yourself â€“ it's thrilling to hand out billions! |,https://www.nytimes.com/interactive/2019/02/06/opinion/trump-state-of-the-union-border-wall.html?partner=IFTTT,Border Barriers,Opinion
"February 5, 2019 at 07:00PM",Putin Warns That Russia Is Developing 'Invincible' Hypersonic Missiles,Andrew Higgins,"The claim comes after the U.S. withdrew from a weapons control treaty, but some experts say it may be a bluff, because Moscow cannot afford an arms race. |",https://www.nytimes.com/2019/02/06/world/europe/russia-hypersonic-missiles.html?partner=IFTTT,"Defense and Military Forces, Arms Control and Limitation and Disarmament",World
"February 5, 2019 at 07:00PM",Trump Delivered Address. Democratic Women Sent a Message Too.,Maya Salam,Female Democratic leaders spoke silently at the State of the Union with their choice of guests and white attire. |,https://www.nytimes.com/2019/02/06/us/politics/state-of-the-union-women-guests.html?partner=IFTTT,"United States Politics and Government, Women's Rights",U.S.
"February 5, 2019 at 07:00PM",Pelosi Declares House Will Not Be Intimidated From Its Trump Inquiries,Nicholas Fandos,"Speaker Nancy Pelosi called President Trump's demand that the House drop its investigations â€œan all-out threat,â€ but defiantly said Democrats would not be cowed. |",https://www.nytimes.com/2019/02/06/us/politics/trump-pelosi-house-investigations.html?partner=IFTTT,"United States Politics and Government, Federal Taxes (US), Russian Interference in 2016 US Elections and Ties to Trump Associates",U.S.
"February 5, 2019 at 07:00PM",Virginia Attorney General Says He Also Dressed in Dark Makeup,Jonathan Martin,"The development deepens the troubles of the Democratic Party in the state, following the crisis over Governor Ralph Northam's yearbook photo. |",https://www.nytimes.com/2019/02/06/us/politics/virginia-attorney-general-blackface.html?partner=IFTTT,Blacks,U.S.
"February 5, 2019 at 07:00PM","Blackness, Gayness, Representation: Marlon Riggs Unpacks It All in His Films",Wesley Morris,"He saw the past, present and future at once, and his timeless, masterful works are now the subject of a film series in Brooklyn. |",https://www.nytimes.com/2019/02/06/arts/blackness-gayness-representation-marlon-riggs-unpacks-it-all-in-his-films.html?partner=IFTTT,"Movies, Blacks, Art, Race and Ethnicity",Arts
"February 5, 2019 at 07:00PM",Instacart and DoorDash's Tip Policies Are Delivering Outrage,Kevin Roose,The delivery companies are under fire from critics who say the companies are taking advantage of their workers with deceptive tipping policies. |,https://www.nytimes.com/2019/02/06/technology/instacart-doordash-tipping-deliveries.html?partner=IFTTT,"Delivery Services, Wages and Salaries, Labor and Jobs, Workplace Hazards and Violations",Technology
"February 5, 2019 at 07:00PM",Virginia Attorney General Says He Also Dressed in Dark Makeup,Jonathan Martin,"The development deepens the troubles of the Democratic Party in the state, following the crisis over Governor Ralph Northam's yearbook photo. |",https://www.nytimes.com/2019/02/06/us/politics/blackface-mark-herring.html?partner=IFTTT,Blacks,U.S.
"February 5, 2019 at 07:00PM",Cover Stories,John Williams,Here's how book designers get a concept from good to must-pick-up.  |,https://www.nytimes.com/2019/02/06/books/cover-stories.html?partner=IFTTT,"Books and Literature, Design",Books
"February 5, 2019 at 07:00PM","Christine Kay, Editor on Prizewinning Times Projects, Dies at 54",Richard Sandomir,"Ms. Kay helped shepherd Pulitzer-winning series, including the celebrated â€œPortraits of Griefâ€ remembrances of the victims of 9/11. |",https://www.nytimes.com/2019/02/06/obituaries/christine-kay-dead.html?partner=IFTTT,"September 11 (2001), Newspapers, News and News Media",Obituaries
"February 5, 2019 at 07:00PM","Five Days, Three Pianists, Three Generations",Anthony Tommasini,"Jeremy Denk, 48; Behzod Abduraimov, 28; and Leon Fleisher, 90, all offered exceptional New York performances. |",https://www.nytimes.com/2019/02/06/arts/music/piano-jeremy-denk-behzod-abduraimov-leon-fleisher.html?partner=IFTTT,Classical Music,Arts
"February 5, 2019 at 07:00PM",An Enthralling and Terrifying History of the Nuclear Meltdown at Chernobyl,Jennifer Szalai,"In â€œMidnight in Chernobyl,â€ the journalist Adam Higginbotham reconstructs the disaster from the ground up, recounting the prelude to it as well as its aftermath. |",https://www.nytimes.com/2019/02/06/books/review-midnight-chernobyl-adam-higginbotham.html?partner=IFTTT,"Books and Literature, Disasters and Emergencies",Books
"February 5, 2019 at 07:00PM","The Global Con Hidden in Trump's Tax Reform Law, Revealed",Brad Setser,Why would any multinational corporation pay the new 21 percent rate when it could use the new â€œglobal minimumâ€ loophole to pay (at most) half of that? |,https://www.nytimes.com/2019/02/06/opinion/business-economics/trump-tax-reform-state-of-the-union-2019.html?partner=IFTTT,"Tax Shelters, Federal Taxes (US), Corporate Taxes, Income Tax",Opinion
"February 5, 2019 at 07:00PM",N.B.A. All-Star Mock Draft: Giving LeBron and Giannis a Hand,Benjamin Hoffman And Scott Cacciola,"James and Antetokounmpo will pick from a pool of 24 players for this year's All-Star game. To get them started, we did a mock version of the draft. |",https://www.nytimes.com/2019/02/06/sports/nba-all-star-mock-draft.html?partner=IFTTT,"Basketball, All Star Games",Sports
"February 5, 2019 at 07:00PM",Trump's Claim That Mexico Sent Migrants to the Border Is Partly True,Elisabeth Malkin,One Mexican state recently helped migrants reach a city on the border with Texas. Cities and other states helped in the past â€” for humanitarian reasons. |,https://www.nytimes.com/2019/02/06/world/americas/trump-state-union-migrants-border.html?partner=IFTTT,"Illegal Immigration, State of the Union Message (US)",World
"February 5, 2019 at 07:00PM",Review: Camille A. Brown's Rousing and Incisive 'ink',Siobhan Burke,"Ms. Brown's superbly danced â€œink,â€ the final piece in her trilogy on African-American identity, flies by â€” a conclusion and a conjuring. |",https://www.nytimes.com/2019/02/06/arts/dance/ink-review-camille-a-brown.html?partner=IFTTT,Dancing,Arts
"February 5, 2019 at 07:00PM","No Wall, No Peace",Christopher Buskirk,"If Trump betrays his most loyal supporters, he'll deserve his fate. |",https://www.nytimes.com/2019/02/06/opinion/trump-wall-state-of-the-union.html?partner=IFTTT,"United States Politics and Government, State of the Union Message (US), Constitution (US)",Opinion
"February 5, 2019 at 07:00PM",The Height of the Storm' Is Heading to Broadway,Sara Aridi,"The play, by Florian Zeller, is slated for Manhattan Theater Club's 2019-20 season, along with works by Jeff Augustin and Qui Nguyen. |",https://www.nytimes.com/2019/02/06/theater/the-height-of-the-storm-broadway.html?partner=IFTTT,Theater,Theater
"February 5, 2019 at 07:00PM",Virginia Attorney General Says He Also Dressed in Blackface,Jonathan Martin,"The development deepens the troubles of the Democratic Party in the state, following the crisis over Governor Ralph Northam's yearbook photo. |",https://www.nytimes.com/2019/02/06/us/politics/virginia-blackface-mark-herring.html?partner=IFTTT,Blacks,U.S.
"February 5, 2019 at 07:00PM","Istanbul Apartment Building Collapses, Killing at Least 2",The New York Times,"Emergency workers have rescued six people, and the local governor said they would continue to work into the night. |",https://www.nytimes.com/2019/02/06/world/europe/istanbul-building-collapse.html?partner=IFTTT,"Accidents and Safety, Buildings (Structures), Deaths (Fatalities), Rescues",World
"February 5, 2019 at 07:00PM","Ron Joyce, Force Behind Tim Hortons Doughnut Shops, Dies at 88",Ian Austen,"After the death of its namesake co-founder, Mr. Joyce made the chain an inescapable part of Canadian life. |",https://www.nytimes.com/2019/02/06/obituaries/roy-joyce-dead.html?partner=IFTTT,"Deaths (Obituaries), Fast Food Industry",Obituaries
"February 5, 2019 at 07:00PM",Stansted 15' Protesters Who Blocked U.K. Deportation Flight Avoid Prison Terms,Palko Karasz,"A judge gave suspended sentences and community service to the group, who broke into an airport near London to stop expulsions to Ghana and Nigeria. |",https://www.nytimes.com/2019/02/06/world/europe/uk-stansted-15.html?partner=IFTTT,"Demonstrations, Protests and Riots, Sentences (Criminal)",World
"February 6, 2019 at 07:00PM",Gambling With Fashion Fame,Vanessa Friedman,"Pyer Moss may be the hottest brand at New York Fashion week. So why in the world would Kerby Jean-Raymond, its designer, decide not to have a show? |",https://www.nytimes.com/2019/02/07/fashion/kerby-jean-raymond-pyer-moss-not-showing.html?partner=IFTTT,"Fashion and Apparel, your-feed-fashion",Fashion
"February 6, 2019 at 07:00PM",Body Is Recovered From Wreckage of Soccer Star Emiliano Sala's Plane,Austin Ramzy,"The British authorities did not say whether the body was that of Mr. Sala or the pilot of the small plane, which crashed into the English Channel last month. |",https://www.nytimes.com/2019/02/07/world/europe/emiliano-sala-plane-body.html?partner=IFTTT,"Aviation Accidents, Safety and Disasters, Soccer",World
"February 6, 2019 at 07:00PM","Climate Change, Brexit, Virginia: Your Thursday Briefing",Penn Bullock,Let us help you start your day. |,https://www.nytimes.com/2019/02/07/briefing/climate-change-brexit-virginia-your-thursday-briefing.html?partner=IFTTT,,Briefing
"February 6, 2019 at 07:00PM",What's on TV Thursday: 'Song of Parkland' and 'Papillon',Lauren Messman,â€œSong of Parklandâ€ follows Marjory Stoneman Douglas High School drama students after the mass shooting. And a â€œPapillonâ€ remake is available to stream. |,https://www.nytimes.com/2019/02/07/arts/television/whats-on-tv-thursday-song-of-parkland-and-papillon.html?partner=IFTTT,"Television, Movies",Arts
"February 6, 2019 at 07:00PM",Word + Quiz: adjudicate,The Learning Network,This word has appeared in 142 articles on NYTimes.com in the past year. |,https://www.nytimes.com/2019/02/07/learning/07WODLN.html?partner=IFTTT,,The Learning Network
"February 6, 2019 at 07:00PM",Knicks and Lakers Said to Be Top Destinations for Anthony Davis,Marc Stein,"Davis might not be dealt away from New Orleans before Thursday's trade deadline, but the Knicks remain one of his preferred teams for a long-term contract. |",https://www.nytimes.com/2019/02/07/sports/anthony-davis-knicks-lakers.html?partner=IFTTT,"Trades (Sports), Basketball",Sports
"February 6, 2019 at 07:00PM","Fighting Brexit, One Caller and 100,000 YouTube Clicks at a Time",David Segal,"The talk radio host James O'Brien argues with Brexiteers every day on his show. It's unclear if he has changed any minds, but it sure has made him famous. |",https://www.nytimes.com/2019/02/07/business/brexit-radio-host-james-obrien.html?partner=IFTTT,,Business
"February 6, 2019 at 07:00PM",Night Owl or Early Bird,Natalie Proulx,Do you prefer to stay up late or wake up early? |,https://www.nytimes.com/2019/02/07/learning/night-owl-or-early-bird.html?partner=IFTTT,,The Learning Network
"February 6, 2019 at 07:00PM",Learning With: 'What Lunar New Year Reveals About the World's Calendars',Jeremy Engle,Why do we need calendars? How would your life be different without one? |,https://www.nytimes.com/2019/02/07/learning/learning-with-what-lunar-new-year-reveals-about-the-worlds-calendars.html?partner=IFTTT,,The Learning Network
"February 6, 2019 at 07:00PM",Should Schools Teach Mindfulness?,Natalie Proulx,"Should the practice become a core part of the curriculum, like math, science, language arts and social studies? Why or why not? |",https://www.nytimes.com/2019/02/07/learning/should-schools-teach-mindfulness.html?partner=IFTTT,,The Learning Network
"February 6, 2019 at 07:00PM",A Community Newspaper Gets Tough on a Village. The Village Pulls Its Ads.,Corey Kilgannon,"For 50 years, a Long Island suburb has paid its main local newspaper to run weekly public notices, but is now diverting them after the paper's tough coverage. |",https://www.nytimes.com/2019/02/07/nyregion/garden-city-news-village-hall.html?partner=IFTTT,"Freedom of the Press, Newspapers",New York
"February 6, 2019 at 07:00PM",National Australia Bank Chiefs to Resign in Wake of Damaging Report,Jamie Tarabay,The big lender had been singled out for its business practices and what an official report said was little likelihood of change under its top executives. |,https://www.nytimes.com/2019/02/07/business/national-australia-bank-resign.html?partner=IFTTT,"Banking and Financial Institutions, Customer Relations, Ethics and Official Misconduct",Business
